ID,product_name,product_fullname,category,category_list,actual_price,discount_price,discount_percentage,img_link,product_link,mapped_user_id_list
662,FEDUS Cat6 Ethernet Cable,"FEDUS Cat6 Ethernet Cable, 10 Meter High Speed 550MHZ / 10 Gigabit Speed UTP LAN Cable, Network Cable Internet Cable RJ45 Cable LAN Wire, Patch Computer Cord Gigabit Category 6 Wires for Modem, Router",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|EthernetCables,"['Computers&Accessories', 'Accessories&Peripherals', 'Cables&Accessories', 'Cables', 'EthernetCables']",8200,4800,42,https://m.media-amazon.com/images/I/51jNo4QNTNL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Technotech-Ethernet-Network-Patch-Cable/dp/B01DGVKBC6/ref=sr_1_270?qid=1672903008&s=computers&sr=1-270,"[9004, 1783, 6534, 6119, 6545, 1746, 8999, 6310]"
663,Kingston DataTraveler Exodia DTX/32 GB Pen Drive USB 3.2 Gen 1 (Multicolor),Kingston DataTraveler Exodia DTX/32 GB Pen Drive USB 3.2 Gen 1 (Multicolor),Computers&Accessories|ExternalDevices&DataStorage|PenDrives,"['Computers&Accessories', 'ExternalDevices&DataStorage', 'PenDrives']",7400,5800,22,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21e4IoLXBFL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Kingston-DataTraveler-Exodia-DTX-Flash/dp/B08JD36C6H/ref=sr_1_272?qid=1672903008&s=computers&sr=1-272,"[93, 4246, 8872, 1096, 8505, 645, 6529, 6181]"
664,Duracell Rechargeable AA 2500mAh Batteries,"Duracell Rechargeable AA 2500mAh Batteries, 4 Pcs",Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,"['Electronics', 'GeneralPurposeBatteries&BatteryChargers', 'DisposableBatteries']",18300,14500,21,https://m.media-amazon.com/images/I/41PBiq0KGUL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Duracell-Ultra-5000688-Rechargeable-Batteries/dp/B00E3DVQFS/ref=sr_1_274?qid=1672903008&s=computers&sr=1-274,"[7293, 5177, 8710, 8249, 7371, 3748, 4040, 7793]"
665,ENVIE® (AA10004PLNi-CD) AA Rechargeable Batteries,"ENVIE® (AA10004PLNi-CD) AA Rechargeable Batteries, Low Self Discharge, AA 1000mAh Ni-CD (Pack of 4)",Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,"['Electronics', 'GeneralPurposeBatteries&BatteryChargers', 'RechargeableBatteries']",4100,4100,0,https://m.media-amazon.com/images/I/41tcZ6fcJML._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Envie-1000-4PL-Ni-CD-Rechargeable/dp/B00BN5SNF0/ref=sr_1_276?qid=1672903008&s=computers&sr=1-276,"[3883, 700, 8090, 7323, 5106, 8084, 6974, 4687]"
666,ZEBRONICS Zeb-Buds 30 3.5Mm Stereo Wired in Ear Earphones with Mic for Calling,"ZEBRONICS Zeb-Buds 30 3.5Mm Stereo Wired in Ear Earphones with Mic for Calling, Volume Control, Multifunction Button, 14Mm Drivers, Stylish Eartip,1.2 Meter Durable Cable and Lightweight Design(Red)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","['Electronics', 'Headphones,Earbuds&Accessories', 'Headphones', 'In-Ear']",8200,3300,60,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31CndDabh2L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Zebronics-Zeb-Buds-30-Multifunction-Lightweight/dp/B09SGGRKV8/ref=sr_1_278?qid=1672903008&s=computers&sr=1-278,"[2717, 5517, 8441, 3207, 1374, 4553, 8664, 2892]"
667,LAPSTER Accessories Power Cable Cord 2 Pin Laptop Adapter and Tape Recorder 1.5M,LAPSTER Accessories Power Cable Cord 2 Pin Laptop Adapter and Tape Recorder 1.5M,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|LaptopChargers&PowerSupplies,"['Computers&Accessories', 'Accessories&Peripherals', 'LaptopAccessories', 'LaptopChargers&PowerSupplies']",16500,2500,85,https://m.media-amazon.com/images/I/41Cdc4mU7RL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LS-LAPSTER-Accessories-Adapter-Recorder/dp/B084BR3QX8/ref=sr_1_282?qid=1672903008&s=computers&sr=1-282,"[6910, 3343, 5737, 1265, 3670, 3333, 2841, 5238]"
668,Portronics Ruffpad 12E Re-Writable LCD Writing Pad with 30.4cm (12 inch) Writing Area,"Portronics Ruffpad 12E Re-Writable LCD Writing Pad with 30.4cm (12 inch) Writing Area, Single Tap Erase, Smart Lock, Long Battery Life, India's first notepad to save and share your child's first creatives via Ruffpad app on your Smartphone(Black)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets","['Computers&Accessories', 'Accessories&Peripherals', 'Keyboards,Mice&InputDevices', 'GraphicTablets']",24700,7700,69,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41t4-FpawsL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Ruffpad-Re-Writable-Writing-Battery/dp/B09VC2D2WG/ref=sr_1_283?qid=1672903008&s=computers&sr=1-283,"[2800, 4292, 4675, 6876, 6354, 3487, 7469, 8767]"
669,Verilux® USB C Hub Multiport Adapter- 6 in 1 Portable Aluminum Type C Hub with 4K HDMI Output,"Verilux® USB C Hub Multiport Adapter- 6 in 1 Portable Aluminum Type C Hub with 4K HDMI Output, USB 2.0/3.0 Ports, SD/Micro SD Card Reader Compatible for MacBook Pro 2016-2020, MacBook Air 2018-2020, Type-C Devices",Computers&Accessories|Accessories&Peripherals|USBHubs,"['Computers&Accessories', 'Accessories&Peripherals', 'USBHubs']",31800,19700,38,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41qTZXl3KaL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Verilux%C2%AE-Multiport-Adapter-Portable-Compatible/dp/B09163Q5CD/ref=sr_1_284?qid=1672903008&s=computers&sr=1-284,"[391, 5188, 1732, 6610, 5296, 8988, 606, 8300]"
670,Zebronics Zeb Wonderbar 10 USB Powered 2.0 Computer Speaker with RGB Lights,Zebronics Zeb Wonderbar 10 USB Powered 2.0 Computer Speaker with RGB Lights,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCSpeakers,"['Computers&Accessories', 'Accessories&Peripherals', 'Audio&VideoAccessories', 'PCSpeakers']",24700,14100,43,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31ikDjsSOML._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Zebronics-Wonderbar-Powered-Computer-Speaker/dp/B08K9PX15C/ref=sr_1_285?qid=1672903008&s=computers&sr=1-285,"[94, 4682, 5040, 4690, 33, 7496, 3404, 1857]"
671,HP Wired Mouse 100 with 1600 DPI Optical Sensor,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice","['Computers&Accessories', 'Accessories&Peripherals', 'Keyboards,Mice&InputDevices', 'Mice']",6600,5400,18,https://m.media-amazon.com/images/I/214VmJYxx9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HP-Wired-Mouse-100-6VY96AA/dp/B083RD1J99/ref=sr_1_286?qid=1672903008&s=computers&sr=1-286,"[2087, 712, 4170, 8177, 5445, 1304, 6723, 4913]"
672,Anjaney Enterprise Smart Multipurpose Foldable Laptop Table with Cup Holder,"Anjaney Enterprise Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip (Black)",Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,"['Computers&Accessories', 'Accessories&Peripherals', 'LaptopAccessories', 'Lapdesks']",11500,4400,62,https://m.media-amazon.com/images/I/51ucu0nCeSL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Anjaney-Enterprise-Multipurpose-Breakfast-Ergonomic/dp/B09Z7YGV3R/ref=sr_1_287?qid=1672903008&s=computers&sr=1-287,"[4355, 8381, 747, 4569, 973, 2686, 8755, 4091]"
673,ENVIE ECR-20 Charger for AA & AAA Rechargeable Batteries,ENVIE ECR-20 Charger for AA & AAA Rechargeable Batteries,Electronics|Cameras&Photography|Accessories|Batteries&Chargers|BatteryChargers,"['Electronics', 'Cameras&Photography', 'Accessories', 'Batteries&Chargers', 'BatteryChargers']",6600,5000,25,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31Dj+5AQcJL._SY300_SX300_.jpg,https://www.amazon.in/ENVIE-ECR-20-Charger-Rechargeable-Batteries/dp/B00N3XLDW0/ref=sr_1_288?qid=1672903008&s=computers&sr=1-288,"[700, 4136, 2032, 6785, 7482, 6341, 504, 5982]"
674,"ProElite Faux Leather Smart Flip Case Cover for Apple iPad 10.2"" 9th Gen (2021) / 8th Gen / 7th Gen with Stylus Pen","ProElite Faux Leather Smart Flip Case Cover for Apple iPad 10.2"" 9th Gen (2021) / 8th Gen / 7th Gen with Stylus Pen, Black","Computers&Accessories|Accessories&Peripherals|TabletAccessories|Bags,Cases&Sleeves|Cases","['Computers&Accessories', 'Accessories&Peripherals', 'TabletAccessories', 'Bags,Cases&Sleeves', 'Cases']",24700,9100,63,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31bMTTJF1xL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/ProElite-Smart-Generation-Stylus-Translucent/dp/B07Z53L5QL/ref=sr_1_289?qid=1672903010&s=computers&sr=1-289,"[6737, 6065, 4180, 4291, 7160, 6336, 1357, 566]"
675,Classmate Pulse 6 Subject Notebook - Unruled,"Classmate Pulse 6 Subject Notebook - Unruled, 300 Pages, Spiral Binding, 240mm*180mm","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks","['OfficeProducts', 'OfficePaperProducts', 'Paper', 'Stationery', 'Notebooks,WritingPads&Diaries', 'WireboundNotebooks']",2000,1900,5,https://m.media-amazon.com/images/I/51LTAUNKg9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Classmate-Pulse-Spiral-Notebook-Unruled/dp/B00P93X0VO/ref=sr_1_290?qid=1672903010&s=computers&sr=1-290,"[9005, 6066, 1288, 5364, 2535, 8167, 89, 5101]"
676,Pentonic Multicolor Ball Point Pen,"Pentonic Multicolor Ball Point Pen, Pack of 10","OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|StickBallpointPens","['OfficeProducts', 'OfficePaperProducts', 'Paper', 'Stationery', 'Pens,Pencils&WritingSupplies', 'Pens&Refills', 'StickBallpointPens']",2000,2000,0,https://m.media-amazon.com/images/I/410DCX0vt4L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Linc-Ball-Point-Pentonic-Multicolor/dp/B07SBGFDX9/ref=sr_1_291?qid=1672903010&s=computers&sr=1-291,"[4420, 953, 4637, 818, 8449, 8718, 3464, 1841]"
677,Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice","['Computers&Accessories', 'Accessories&Peripherals', 'Keyboards,Mice&InputDevices', 'Mice']",37900,24600,35,https://m.media-amazon.com/images/I/31DstM4dQ8L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Logitech-Pebble-M350-Wireless-Bluetooth/dp/B07X2L5Z8C/ref=sr_1_295?qid=1672903010&s=computers&sr=1-295,"[976, 3041, 8165, 8184, 5859, 1575, 1326, 6216]"
678,Apsara Platinum Pencils Value Pack - Pack of 20,Apsara Platinum Pencils Value Pack - Pack of 20,Home&Kitchen|CraftMaterials|DrawingMaterials|DrawingMedia|Pencils|WoodenPencils,"['Home&Kitchen', 'CraftMaterials', 'DrawingMaterials', 'DrawingMedia', 'Pencils', 'WoodenPencils']",1600,1600,0,https://m.media-amazon.com/images/I/41q7jfLMl3L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Apsara-Platinum-Pencils-Value-Pack/dp/B00VA7YYUO/ref=sr_1_296?qid=1672903010&s=computers&sr=1-296,"[7311, 2099, 8054, 4120, 4564, 4916, 4441, 1180]"
679,Zebronics Zeb-Power Wired USB Mouse,"Zebronics Zeb-Power Wired USB Mouse, 3-Button, 1200 DPI Optical Sensor, Plug & Play, for Windows/Mac","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice","['Computers&Accessories', 'Accessories&Peripherals', 'Keyboards,Mice&InputDevices', 'Mice']",4100,2500,40,https://m.media-amazon.com/images/I/31aJNyKmGHL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Zebronics-Zeb-Power-Wired-Mouse-Black/dp/B07L9FW9GF/ref=sr_1_297?qid=1672903010&s=computers&sr=1-297,"[7395, 8734, 4303, 1619, 6486, 5510, 47, 2341]"
680,Ant Esports GM320 RGB Optical Wired Gaming Mouse | 8 Programmable Buttons | 12800 DPI,Ant Esports GM320 RGB Optical Wired Gaming Mouse | 8 Programmable Buttons | 12800 DPI,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,"['Computers&Accessories', 'Accessories&Peripherals', 'PCGamingPeripherals', 'GamingMice']",46200,9700,79,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31MDFikz-wL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ant-Esports-GM320-Programmable-Comfortable/dp/B08D64C9FN/ref=sr_1_298?qid=1672903010&s=computers&sr=1-298,"[8275, 7818, 6387, 220, 7259, 7428, 876, 1122]"
681,Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black),Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black),"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|RetractableBallpointPens","['OfficeProducts', 'OfficePaperProducts', 'Paper', 'Stationery', 'Pens,Pencils&WritingSupplies', 'Pens&Refills', 'RetractableBallpointPens']",3500,3000,15,https://m.media-amazon.com/images/I/31pJvN8OkSL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Pilot-Liquid-Roller-Ball-Black/dp/B00LOD70SC/ref=sr_1_300?qid=1672903010&s=computers&sr=1-300,"[3932, 2741, 8439, 5011, 861, 6959, 3204, 8390]"
682,boAt Airdopes 191G True Wireless Earbuds with ENx™ Tech Equipped Quad Mics,"boAt Airdopes 191G True Wireless Earbuds with ENx™ Tech Equipped Quad Mics, Beast™ Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP™, Appealing Case LEDs(Sport Blue)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","['Electronics', 'Headphones,Earbuds&Accessories', 'Headphones', 'In-Ear']",57600,26500,54,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41akwKtryWL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-Airdopes-191G-Wireless-Appealing/dp/B09X76VL5L/ref=sr_1_301?qid=1672903010&s=computers&sr=1-301,"[1087, 5676, 7773, 4915, 641, 8555, 8464, 3243]"
683,Boult Audio BassBuds Oak in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Brown),Boult Audio BassBuds Oak in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Brown),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","['Electronics', 'Headphones,Earbuds&Accessories', 'Headphones', 'In-Ear']",21400,8100,62,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/411dgEJpANL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Boult-Audio-BassBuds-Oak-Earphones/dp/B091JF2TFD/ref=sr_1_302?qid=1672903010&s=computers&sr=1-302,"[3104, 2297, 516, 4783, 6619, 8937, 839, 3000]"
684,IT2M Designer Mouse Pad for Laptop/Computer (9.2 X 7.6 Inches,"IT2M Designer Mouse Pad for Laptop/Computer (9.2 X 7.6 Inches, 12788)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads","['Computers&Accessories', 'Accessories&Peripherals', 'Keyboards,Mice&InputDevices', 'Keyboard&MiceAccessories', 'MousePads']",8200,3300,60,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31I1oK5hM1L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/IT2M-Designer-Laptop-Computer-12788/dp/B07S7DCJKS/ref=sr_1_303?qid=1672903010&s=computers&sr=1-303,"[2611, 3173, 5721, 4560, 7815, 5414, 4960, 2785]"
685,"Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display","Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display, 320x385 px Resolution, 100 Sports Modes, Stock Market Info Smartwatch for Men & Women (Olive Green)",Electronics|WearableTechnology|SmartWatches,"['Electronics', 'WearableTechnology', 'SmartWatches']",99000,41600,58,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/410jqIm0YoL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Noise-ColorFit-Bluetooth-Resolution-Smartwatch/dp/B09NC2TY11/ref=sr_1_305?qid=1672903010&s=computers&sr=1-305,"[1155, 8778, 5242, 7069, 1567, 3653, 613, 463]"
686,Lapster Caddy for ssd and HDD,"Lapster Caddy for ssd and HDD, Optical Bay 2nd Hard Drive Caddy, Caddy 9.5mm for Laptop",Computers&Accessories|Components|InternalHardDrives,"['Computers&Accessories', 'Components', 'InternalHardDrives']",16500,3300,80,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41xQ7QVZMSL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Lapster-Caddy-Optical-Drive-Laptop/dp/B0BDS8MY8J/ref=sr_1_306?qid=1672903010&s=computers&sr=1-306,"[3115, 4737, 5145, 357, 4107, 4779, 6965, 6797]"
687,SanDisk Extreme SD UHS I 64GB Card for 4K Video for DSLR and Mirrorless Cameras 170MB/s Read & 80MB/s Write,SanDisk Extreme SD UHS I 64GB Card for 4K Video for DSLR and Mirrorless Cameras 170MB/s Read & 80MB/s Write,Electronics|Accessories|MemoryCards|MicroSD,"['Electronics', 'Accessories', 'MemoryCards', 'MicroSD']",29700,15400,48,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41x8yDAjWJL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/SanDisk-Extreme-Video-Mirrorless-Cameras/dp/B09X7DY7Q4/ref=sr_1_307?qid=1672903010&s=computers&sr=1-307,"[1574, 456, 392, 1937, 3811, 5847, 7073, 8253]"
688,Fire-Boltt Ring Pro Bluetooth Calling,"Fire-Boltt Ring Pro Bluetooth Calling, 1.75” 320*385px High Res, IP68 & SpO2 Monitoring, Pin Code Locking Functionality & Split Screen Access, Built in Mic & Speaker for HD Calls, Black, Free Size",Electronics|WearableTechnology|SmartWatches,"['Electronics', 'WearableTechnology', 'SmartWatches']",165000,41200,75,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/415mk3uip9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Fire-Boltt-Bluetooth-Calling-Monitoring-Functionality/dp/B09YV575RK/ref=sr_1_308?qid=1672903010&s=computers&sr=1-308,"[28, 3334, 8515, 366, 4491, 5839, 7991, 5313]"
689,Lenovo 600 Bluetooth 5.0 Silent Mouse: Compact,"Lenovo 600 Bluetooth 5.0 Silent Mouse: Compact, Portable, Dongle-Free Multi-Device connectivity with Microsoft Swift Pair | 3-Level Adjustable DPI up to 2400 | Battery Life: up to 1 yr","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice","['Computers&Accessories', 'Accessories&Peripherals', 'Keyboards,Mice&InputDevices', 'Mice']",47700,23800,50,https://m.media-amazon.com/images/I/31fORCrbSJL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Lenovo-600-Bluetooth%C2%AE-Silent-Mouse/dp/B08LW31NQ6/ref=sr_1_309?qid=1672903010&s=computers&sr=1-309,"[1095, 1595, 8977, 2732, 2499, 1291, 471, 3314]"
690,Boult Audio Airbass Propods X TWS Bluetooth Truly Wireless in Ear Earbuds with Mic,"Boult Audio Airbass Propods X TWS Bluetooth Truly Wireless in Ear Earbuds with Mic, 32H Playtime, Fast Charging Type-C, Ipx5 Water Resistant, Touch Controls and Voice Assistant (Red)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","['Electronics', 'Headphones,Earbuds&Accessories', 'Headphones', 'In-Ear']",99000,17800,82,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31nIcqmP0zL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Boult-Audio-Bluetooth-Resistant-Assistant/dp/B09ND94ZRG/ref=sr_1_310?qid=1672903010&s=computers&sr=1-310,"[1234, 5727, 7258, 1930, 7979, 7676, 6088, 2292]"
691,Classmate Soft Cover 6 Subject Spiral Binding Notebook,"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Unruled, 300 Pages","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks","['OfficeProducts', 'OfficePaperProducts', 'Paper', 'Stationery', 'Notebooks,WritingPads&Diaries', 'WireboundNotebooks']",2600,2500,2,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51fhn5ex+GL._SY300_SX300_.jpg,https://www.amazon.in/Classmate-Pulse-Spiral-Notebook-Unruled/dp/B00P93X6EK/ref=sr_1_311?qid=1672903010&s=computers&sr=1-311,"[5307, 4174, 381, 8579, 5824, 8444, 1558, 6939]"
692,"LS LAPSTER Quality Assured Universal Silicone 15.6"" Keyboard Protector Skin|| Keyboard Dust Cover|| Keyboard Skin for 15.6"" Laptop| 15.6"" Keyguard| (3.93 x 11.81 x 0.39 inches)","LS LAPSTER Quality Assured Universal Silicone 15.6"" Keyboard Protector Skin|| Keyboard Dust Cover|| Keyboard Skin for 15.6"" Laptop| 15.6"" Keyguard| (3.93 x 11.81 x 0.39 inches)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|DustCovers","['Computers&Accessories', 'Accessories&Peripherals', 'Keyboards,Mice&InputDevices', 'Keyboard&MiceAccessories', 'DustCovers']",16500,2000,88,https://m.media-amazon.com/images/I/51tBwj7I8GL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Universal-Silicone-Keyboard-Protector-Keyguard/dp/B0994GP1CX/ref=sr_1_314?qid=1672903011&s=computers&sr=1-314,"[8777, 8071, 2167, 2430, 2270, 5326, 6004, 8291]"
693,KLAM LCD Writing Tablet Screenwriting Toys Board Smart Digital E-Note Pad 8.5 Inch Light Weight Magic Slate for Drawing Playing Noting by Kids and Adults Best Birthday Gift Girls Boys,"KLAM LCD Writing Tablet Screenwriting Toys Board Smart Digital E-Note Pad 8.5 Inch Light Weight Magic Slate for Drawing Playing Noting by Kids and Adults Best Birthday Gift Girls Boys, Multicolor","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets","['Computers&Accessories', 'Accessories&Peripherals', 'Keyboards,Mice&InputDevices', 'GraphicTablets']",8200,2900,65,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41KYzWomjVL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Writing-Screenwriting-Digital-Birthday-Multicolor/dp/B07H8W9PB6/ref=sr_1_315?qid=1672903011&s=computers&sr=1-315,"[5720, 2255, 8685, 5629, 7053, 7753, 664, 5554]"
694,CP PLUS 2MP Full HD Smart Wi-fi CCTV Security Camera | 360° with Pan Tilt | Two Way Talk | Cloud Monitor | Motion Detect | Night Vision | Supports SD Card (Up to 128 GB) | Alexa & Ok Google | CP-E21A,CP PLUS 2MP Full HD Smart Wi-fi CCTV Security Camera | 360° with Pan Tilt | Two Way Talk | Cloud Monitor | Motion Detect | Night Vision | Supports SD Card (Up to 128 GB) | Alexa & Ok Google | CP-E21A,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,"['Electronics', 'Cameras&Photography', 'SecurityCameras', 'DomeCameras']",77600,33400,57,https://m.media-amazon.com/images/I/21o8KsIQqRL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/CP-PLUS-Intelligent-Compatible-Communication/dp/B09NNHFSSF/ref=sr_1_316?qid=1672903011&s=computers&sr=1-316,"[1956, 7398, 8311, 1702, 108, 2629, 5771, 5113]"
695,HP Deskjet 2331 Colour Printer,"HP Deskjet 2331 Colour Printer, Scanner and Copier for Home/Small Office, Compact Size, Reliable, Easy Set-Up Through Smart App On Your Pc Connected Through USB, Ideal for Home.","Computers&Accessories|Printers,Inks&Accessories|Printers","['Computers&Accessories', 'Printers,Inks&Accessories', 'Printers']",71500,65800,8,https://m.media-amazon.com/images/I/31df-HkJJ7L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HP-DeskJet-Inkjet-Colour-Printer/dp/B08D9NDZ1Y/ref=sr_1_317?qid=1672903011&s=computers&sr=1-317,"[307, 7312, 824, 3335, 10, 6591, 2221, 8117]"
696,D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",Computers&Accessories|NetworkingDevices|Routers,"['Computers&Accessories', 'NetworkingDevices', 'Routers']",29700,14800,50,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31c6zDmtEnL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/D-Link-DIR-615-Wireless-N300-Router-Black/dp/B0085IATT6/ref=sr_1_320?qid=1672903011&s=computers&sr=1-320,"[8451, 2240, 3814, 5424, 4285, 3299, 829, 4785]"
697,RPM Euro Games Gaming Mousepad Speed Type Extended Large (Size - 800 mm x 300 mm x 3 mm),RPM Euro Games Gaming Mousepad Speed Type Extended Large (Size - 800 mm x 300 mm x 3 mm),"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads","['Computers&Accessories', 'Accessories&Peripherals', 'Keyboards,Mice&InputDevices', 'Keyboard&MiceAccessories', 'MousePads']",16300,4900,70,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41J8nz5uEUL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Games-Gaming-Mousepad-Speed-Large/dp/B08WJ86PV2/ref=sr_1_321?qid=1672903011&s=computers&sr=1-321,"[7143, 857, 5418, 5466, 3526, 515, 6916, 7442]"
